exam,section,text_no,q_range,words,paragraphs,sentences,words_per_sentence,pct_outside_top5k,pct_outside_top8k,rare_words_per_sentence,domain,subject,shape,has_pivot,pivot_marker,opening_move,closing_move,is_biography,requires_outside_knowledge,key_reliability,passage
psy_autumn_2023,2,2,18-22,391,4,23,17.0,17.9,13.1,0.87,environment,Utah's Bonneville Salt Flats,expository_descriptive,True,Like other natural sites,definition,last_fact,False,False,ok,"(1) Visually arresting and geographically intriguing, the Bonneville Salt Flats in the U.S. state of Utah were formed at the end of the last ice age. As a massive lake slowly evaporated, millions of tons of salt and other minerals were left behind, filling the lake bed and forming a hard, flat crust. Today, the Salt Flats cover an area 20 kilometers (5) long and 8 kilometers wide. Winter rains flow down onto the flats, bringing replenishing minerals from the hills and thickening the salt in the lake bed. In the intense heat of summer, the rainwater dries up and the surface of the salt hardens. While the center of the Salt Flats is barren, ponds and marshes near the edges – where the salt layer is just inches thick – provide a habitat for numerous plant and animal species.

(10) People seek out the striking landscape for a variety of reasons. The bright white expanse has been featured in photographic and video productions for decades. Television commercials, fashion shoots, and films with science fiction themes have used the backdrop to give the impression of another world. The Salt Flats also draw astronomy buffs, who enjoy the view of the stars unobstructed by light pollution.

(15) One of the Salt Flats' greatest claims to fame is as a driving venue. For more than a century, professionals and thrill seekers alike have been racing cars and breaking speed records at the Bonneville Speedway. In 2021, a driver reached the astonishing speed of 750 kilometers per hour. Several factors make the Salt Flats appealing to racers. In the summer, the hardened salt pan is smooth, allowing for great speeds. The salt also (20) provides car tires with the traction they need to avoid skidding. In homage to the Salt Flats, models of a motorcycle and a car have been named ""Bonneville"".

Like other natural sites, the Bonneville Salt Flats are a fragile environment. The sturdy salt crust that racers rely on has been deteriorating, causing many events to be cancelled. There have been occasional summers of ""bad salt"" in the past, but the (25) downward trend is worrisome. Climate change, mineral mining, and wear and tear from driving may be to blame. The Save the Salt Coalition, a cooperative effort of local residents, environmental organizations, and the racing community, has been urging the government to take action on behalf of this prized national landmark."
psy_autumn_2024,1,1,13-17,192,3,12,16.0,12.7,9.4,0.67,life_science,The wildflower Queen Anne's lace,expository_descriptive,False,,definition,last_fact,False,False,ok,"(1) Queen Anne's lace is a wildflower found in many parts of the world. It grows in fields, empty lots, and by the roadside. It is often called wild carrot because it is related to the vegetable that we eat. In fact, if you rub and then sniff the plant's leaves, you will find that they smell like carrots.

(5) Queen Anne's lace has a circle of small, white flowers at the top of its long stem. Because of the way these tiny, delicate flowers are grouped together, they look like lace. There is a purple flower at the center of the cluster, making it seem as if a beetle is sitting there.

No one is sure which Queen Anne the wildflower is named for. According to one (10) story, it was named after the wife of King James I of England, who was originally from Denmark. When she came to England to marry the king, Anne saw wild carrot for the first time. She thought it so pretty that she decided to make lace that looked like the flower and sew it onto her dresses. Eventually, people began calling the plant by her name."
psy_autumn_2024,1,2,18-22,237,3,10,23.7,20.1,15.2,2.3,biography,Nostradamus and his prophecies,claim_then_counterclaim,True,however,definition,summary_restatement,True,False,ok,"(1) Human history is replete with figures who foretell future events, from the soothsayers and oracles of the ancient world to present-day clairvoyants and fortune-tellers. One of the most riveting of these is Nostradamus, a sixteenth-century physician who has been both hailed as a veritable prophet and condemned as a fraud.

(5) In 1547, Nostradamus began making predictions about the future, which he collected in a book called The Prophecies (often referred to as The Centuries). Rarely out of print since its publication in 1555, the book consists of rhymed four-line verses called quatrains, each purporting to foretell some world event far in the future. The predictions themselves are vague, even cryptic. They include few dates or names and (10) are not arranged in chronological order. Nostradamus claimed they were based on divine inspiration, meditation, and the movements of the stars and planets, and that their meaning would become clear in time.

Retrospective interpretation of the prophecies has led enthusiasts to credit Nostradamus with foretelling such momentous events as the French Revolution, both (15) world wars, and the September 11, 2001 attack on the World Trade Center. Most academic sources, however, claim that Nostradamus deliberately wrote his quatrains in imprecise language so that they could be given a number of meanings in years to come. They also point out that predictions of death, war, and natural disasters – all of which inevitably occur over the course of history – are hardly a testimony to Nostradamus's (20) prophetic powers."
psy_autumn_2025,1,1,13-17,360,4,18,20.0,10.9,7.8,0.72,anthropology_culture,"The town of Eighty Eight, Kentucky",expository_descriptive,True,however,striking_fact,future_speculation,False,False,ok,"(1) There are quite a few localities in the world that have odd or amusing names. For example, there is a community called Hot Coffee in the US state of Mississippi, and a village called Great Snoring in Norfolk, England. There are even places named after a number. One of these is the town of Eighty Eight in the US state of Kentucky.

(5) Legend has it that this small farming community was named by its first postmaster, Dabnie Nunnally, in the 1860s. He recorded details of the incoming and outgoing mail and needed a name for the community. Because Nunnally wrote numbers more legibly than letters, he chose a name that could be expressed in numerals. He picked the name after counting the money in his pocket, which added up to 88 cents. There are those (10) who say, however, that the name plays on the distance between the community and Glasgow, the seat of the local government, located 8.8 miles away. At some point, the town's name was officially changed to ""Eighty Eight"", spelled out in words, but residents still sometimes receive mail bearing the address ""88, Kentucky"".

For the most part, this tiny town has remained out of the spotlight, but it did (15) enjoy a brief moment of fame in 1948. In the presidential election of that year, 88 votes were cast for President Harry Truman and 88 votes for his opponent Thomas Dewey. This remarkable coincidence was reported in Ripley's Believe It or Not!, a publication devoted to unusual and bizarre occurrences.

Not surprisingly, the year 1988 also saw a major surge of interest in Eighty Eight. (20) The New York Times reported that people from around the globe were sending letters along with self-addressed envelopes to the town's postmistress, requesting that she mail back the envelopes, which would be postmarked ""Eighty Eight"" and ""1988"". Such was the volume of mail that the postmistress was sending that she had to retire her old inkpad and stamp and have an efficient postmarking device installed. An especially (25) popular request was that the envelopes be put aside and mailed on 8/8/88. The town of Eighty Eight will presumably be back in the news in 2088 – if people are still mailing letters, that is."
psy_autumn_2025,1,2,18-22,315,3,19,16.6,18.7,11.5,1.11,technology_engineering,AlterEgo silent-speech wearable device,process_description,False,,question,future_speculation,False,False,ok,"(1) What if all the information on the internet was just mere thoughts away? For instance, imagine booking an airline ticket just by thinking about it. Meet AlterEgo, a wearable silent speech output-input gadget that allows users to interact with computers and other devices without the need for spoken or typed words. This revolutionary (5) invention turns our internal monologue into actionable commands.

The activity that occurs in the brain and body when we speak silently is not all that different from the activity that occurs when we speak out loud. The production of speech sounds involves over 100 muscles in the lips, tongue, jaw, and vocal cords. Scientists have shown that during silent speech the brain sends signals to those same (10) muscles, but the resulting movements are so subtle that they are all but undetectable. So how does AlterEgo work? The user thinks about interacting with a device or speaking out loud. Electroencephalogram (EEG) sensors detect the brain's electrical signals associated with these thoughts. Electromyography (EMG) sensors monitor the subtle facial muscle movements associated with forming words. Artificial Intelligence (AI) (15) algorithms analyze the combined EEG and EMG data to recognize the user's words or commands. AlterEgo then translates commands into actions or articulates the user's thoughts out loud.

This technology could be useful in a variety of settings. It allows users to seamlessly connect to the internet, accessing the vast knowledge of the web essentially (20) as an extension of their thoughts alone. For instance, a user could internally formulate a Google query and receive a response without any outward actions. The response would be delivered as auditory feedback via bone-conduction headphones. Another application of AlterEgo, even more valuable to society, is its potential to empower those individuals with speech and mobility impairments by enabling a computer to read their thoughts out (25) loud. It offers them a means to communicate with the world effortlessly, fostering inclusivity and independence."
psy_autumn_2025,2,1,13-17,360,4,22,16.4,20.6,14.7,1.27,anthropology_culture,Burusho longevity and apricot diet,phenomenon_then_cause,True,Such claims are impossible to verify,definition,summary_restatement,False,False,ok,"(1) The Hunza Valley, nestled in the heart of the Karakoram Mountains in Pakistan, is home to a small ethnic group: the Burusho people, also known as the Hunzakut. Until the Karakoram Highway was opened in 1978, the valley was one of the most remote regions in the world. The Burusho people's prolonged isolation may explain why their (5) language, Burushaski, appears unrelated to any other language in the world.

Travelers to the region have brought back tales of the remarkable longevity enjoyed by the Burusho, claiming that they commonly live past the age of 100. Such claims are impossible to verify because Burushaski had no written form until relatively recently and so no relevant documents exist. Lifespan aside, observers are struck by the people's (10) extraordinary good health. Irrespective of age, they seem to be exceptionally fit and disease-free. This is all the more remarkable considering that the Burusho have very little access to even basic modern health care.

A number of factors may contribute to the unusual vitality of the Burusho. For one thing, they walk the hilly terrain every day. Another factor is their diet, which consists (15) mainly of naturally grown grains, fruits, and vegetables. This diet is dictated mostly by their environment. Pastureland is scarce, so there is little meat or milk, but many crops flourish in the valley's fertile soil. A surprising staple food that has been highlighted as a major contributor to the robust health of the Burusho is the apricot. This succulent fruit, rich in essential vitamins, minerals, and antioxidants, has been consumed in (20) enormous quantities for generations. The fruit is eaten year round – fresh in the summer and dried in the winter.

Bataring daudo, or apricot soup, is a mainstay of the Burusho diet. This hearty soup has helped the Burusho endure many a frigid winter. To make it, dried apricots are boiled until soft. Next, wheat flour is mixed with water to create noodle-like nuggets of (25) dough. Added to the simmering apricots, they transform the mixture into a nourishing dumpling soup. Less of a delicacy and more of a strategy to get through lean seasons with scant resources, bataring daudo speaks of Burusho self-sufficiency and resilience."
psy_autumn_2025,2,2,18-22,408,4,20,20.4,21.2,17.2,1.55,history,"Cochineal, the perfect red dye",chronological_narrative,True,In the early 19th century,historical_date_anchor,last_fact,False,False,ok,"(1) In 1519, an expedition led by Spanish explorer Hernán Cortés arrived in the New World. There, in the marketplaces of Tenochtitlan, the capital of the Aztec Empire and the site of present-day Mexico City, the Spaniards caught a glimpse of cloth dyed a vibrant red color, the likes of which had never been seen in Europe. Upon investigation, (5) they learned that the crimson hue, called cochineal, was derived from the insect of the same name, which was used to create paints, dyes and even medicines.

In Europe at the time, deep reds were elusive. Only a few natural substances produced red dyes and those tended to fade when exposed to heat and light. When Cortés reported his discovery to King Charles V of Spain, the monarch immediately (10) recognized cochineal's commercial value. The Spanish began studying the Aztecs' technique for extracting dye from cochineals and shipped tons of dried insects back to Europe. The shade they yielded was deemed the ""perfect red"" and became a sensation. By the 1570s, the pigment had become a highly lucrative commodity, coveted by artists as well as the upper classes, who viewed it as a luxury and a symbol of status.

(15) To ensure that it remained the sole supplier of the dye, the Spanish monarchy made it a punishable offense to take cochineal out of Spain or its colonies without authorization. Spain also concealed information about the origins of cochineal so that, for years, few Europeans were aware that the dye came from an insect. Over the centuries, countries went to great lengths to uncover the secret. In 1776, French (20) botanist Nicolas-Joseph Thiéry de Menonville sailed to North America with the aim of stealing live specimens of cochineal. He managed to smuggle some insects, as well as the prickly pear cactuses upon which they feed, to the nearby French colony of Saint-Dominique. Thiéry, however, died before he could free France from its dependence on Spain for cochineal.

(25) In the early 19th century, Spain lost its exclusive control of the cochineal industry. As more countries began manufacturing the dye, its price fell. Moreover, demand for cochineal was diminished at that time by the advent of synthetic dyes which, though more affected by heat and light, were much cheaper and easier to produce. Still, cochineal continued to be used, particularly in the food and cosmetic industries. Today, (30) the insect is farmed mainly in Peru, which holds a 95% share of the international market."
psy_spring_2023,1,1,13-17,265,3,17,15.6,17.0,11.3,0.88,food_agriculture,"Discovery of umami, the fifth taste",debunking_a_belief,True,"Still, nobody believed him",named_person,summary_restatement,False,False,ok,"(1) Auguste Escoffier, the foremost chef in Paris in the late 1800s, ran the most glamorous and expensive restaurant in the city. There he created meals that surpassed anything his customers had ever experienced. The wonderful taste was attributed to veal stock, the innovative basis of most of Escoffier's scrumptious dishes. It deepened (5) and enriched the flavor of everything it touched. So extraordinary was his cooking that it defied the accepted notion that humans could taste only four flavors: salty, sweet, sour, and bitter. In fact, Escoffier believed he had discovered a new category of taste, though he lacked the scientific means to prove it.

In 1907, a Japanese chemist named Kikunae Ikeda had a similar insight. (10) Enjoying a bowl of dashi, a classic Japanese soup made from seaweed, Ikeda sensed that the flavor was not one of the four recognized tastes. He went into his laboratory, determined to find the mysterious component. A year later his findings were published in the Journal of the Chemical Society of Tokyo. Claiming that the elusive flavor came from glutamic acid, he called this fifth taste ""umami"", a name derived from the (15) Japanese word umai, meaning ""delicious"". Unlike Escoffier, Ikeda had offered scientific proof. Still, nobody believed him.

Almost a hundred years later, a new generation of scientists took a closer look at the human tongue. Their findings confirmed the claims of Escoffier and Ikeda. Apparently, humans have taste receptors for a substance called L-glutamate. When we eat (20) something that is particularly delicious in a way not identifiable as sweet, sour, bitter, or salty, what we are tasting is umami."
psy_spring_2023,1,2,18-22,296,3,15,19.7,12.6,9.7,0.8,medicine_health,"Malaria, poverty and research funding",problem_then_explanation,True,However,striking_fact,summary_restatement,False,False,ok,"(1) Malaria is the most prevalent parasitic disease in the world, affecting ten percent of the global population. It proves fatal for a million or more people per year. Almost all of the deaths occur in impoverished sub-Saharan Africa, and most of those who succumb to the disease are children under the age of five.

(5) The link between malaria and poverty in the world's underdeveloped countries is stronger than is generally acknowledged. ""Where malaria prospers most, human societies have prospered least,"" says economist Jeffrey Sachs. Reducing the incidence of malaria by means of drugs could be an extremely cost-effective way of promoting development and prosperity. However, international pharmaceutical companies have (10) been reluctant to fund extensive research into vaccines and drugs to combat a disease that primarily strikes countries that are unable to pay for treatment. On the other hand, the international community has launched some positive initiatives. For example, the World Health Organization has instituted the Roll Back Malaria campaign, the current goal of which is to eliminate all deaths caused by the disease by 2030. Also, the United (15) Nations has established the Global Fund to Fight AIDS, Tuberculosis, and Malaria. The methods employed include distribution of insecticide-treated sleeping nets and the administration of existing drugs in various combinations.

Unfortunately, as a result of insufficient funding, none of these efforts is likely to make great headway. An effective program to battle malaria in Africa alone would (20) cost roughly $2 billion per year, yet global spending on attempts to fight the disease amounts to less than $100 million annually. Although $2 billion seems an astronomical sum, economists estimate that the expenditure would, in the long run, save Africa's economy $12 billion each year. Not only would the benefit clearly exceed the cost in dollars and cents, but millions of lives would be saved."
psy_spring_2023,2,1,13-17,337,4,15,22.5,13.9,9.1,0.73,language_linguistics,American Sign Language and its variation,expository_descriptive,False,,definition,summary_restatement,False,False,ok,"(1) Sign language is a form of communication that relies on movements of the hands and face to convey meaning. Signing is used mainly by people who are deaf or hard of hearing, as well as by their family members. It is also sometimes learned by those who have trouble using spoken language due to a disability or a medical condition.

(5) The origins of sign language can be traced back to the mid-eighteenth century when Charles-Michel de l'Epée, a French priest and educator working with deaf children from poor families, developed a system to help them communicate. It included simple signs to express concepts, as well as fingerspelling – spelling out the letters of a word with a distinct hand sign for each letter. L'Epée's system led to the development of (10) French Sign Language, which is still in use in France today and was the precursor of many other sign languages. American Sign Language (ASL) is one of these.

A vivid visual language with its own syntax and grammar, ASL conveys meaning through handshape – the location and movement of the hand, as well as the orientation of the palm of the hand – and through non-manual signals such as facial expression and (15) posture. Fingerspelling is used mainly for names of people and places. ASL has its own ways of indicating the intended purpose of a sentence. While English speakers may ask a question by raising the pitch of their voices and adjusting word order, users of ASL will raise their eyebrows, widen their eyes, and tilt their bodies forward.

Geographic and sociological factors lend diversity to ASL. Just as English is (20) spoken differently in different parts of the USA, ASL features a range of regional accents and dialects, as well as great variation in slang and idiomatic expressions, and in rhythm of signing. Age and gender as well as individual style, character traits, and cultural background also influence ASL usage. Indeed, in ASL there can be as many ways of expressing an idea as there are ASL users."
psy_spring_2023,2,2,18-22,360,3,14,25.7,14.0,8.9,1.36,history,Babylonian tablet P322 and trigonometry,problem_then_explanation,True,however,historical_date_anchor,last_fact,False,False,ok,"(1) In the 1920s, while working in southern Iraq, archaeologist Edgar Banks discovered a small 3,700-year-old clay tablet inscribed with a table of numbers in cuneiform – the system of writing used by the ancient Babylonians. Part of the table's fourth column was missing because one edge of the clay tablet was broken. In the 1940s, scholars (5) examining the tablet, designated P322, realized that the numbers in each row of the table had something to do with the lengths of the sides of right triangles. The full significance of the table, however, was not understood. Since the 1940s, several hypotheses about P322 have been advanced.

One supposition was put forth in 2017 by mathematicians Daniel Mansfield and (10) Norman Wildberger of the University of New South Wales in Sydney, Australia. When Mansfield and Wildberger first came across a picture of P322, they suspected that it was some form of trigonometric table (a table dealing with measurements of right triangles that is useful to astronomers, engineers, surveyors and navigators, among others), although the numbers did not seem quite right. They wondered whether the missing (15) piece of P322, which by that time had been reconstructed, might hold the answer. Once they saw the reconstruction, they became convinced that P322 is indeed a trigonometric table – but not anything like those we are familiar with, believed to have been invented by the ancient Greeks 2,100 years ago. While the Greek trigonometric tables express the relationships between the sides of right triangles in terms of angles and lengths of (20) the sides, P322 does so only in terms of lengths of the sides.

Mansfield and Wildberger contend that P322 is not only the oldest extant trigonometric table but is actually superior to the Greek ones. This, they say, is because the Babylonians used a number system based on the number sixty, as opposed to later systems, which are based on the number ten. The base-60 system is still used today for (25) measuring time: sixty seconds make a minute and sixty minutes make an hour. Mansfield and Wildberger maintain that the use of a base-60 system enabled the Babylonians to make more precise calculations than can be done in a base-10 system."
psy_spring_2024,1,1,13-17,263,3,13,20.2,18.2,14.5,1.31,language_linguistics,Shakespeare's additions to English,expository_descriptive,False,,striking_fact,last_fact,False,False,ok,"(1) When someone describes a kind person as ""having a heart of gold"", they are quoting from William Shakespeare's play Henry V. Encouraging someone to ""break the ice"" in an awkward social situation is borrowing from The Taming of the Shrew. The English language as we know it owes a great debt to the preeminent playwright, who introduced (5) hundreds of previously unknown words and phrases into its lexicon.

Shakespeare greatly enhanced the English language by altering existing words to create new ones. One type of manipulation involved combining two words to create a new term, for example, the word ""watchdog"" in reference to a person who tries to prevent wrong or illegal activity. Another strategy Shakespeare employed was using (10) nouns as verbs. He was the first person to use ""friend"" as a verb, predating Facebook by almost 400 years. Shakespeare also anglicized words from foreign languages: for example the word ""critic"", which he derived from the Greek kritikos, meaning to judge or decide. He was also fond of adding prefixes and suffixes to existing words. According to James Shapiro of Columbia University, Shakespeare invented the words (15) unaware, uncomfortable, uneducated, fashionable, and worthless, all of which are now deeply engrained in modern vernacular.

Esteemed Shakespearean scholar David Crystal asserts that ""Shakespeare teaches us to dare to be creative, to push the rules a little bit. If the word isn't there, make one up."" And indeed, the English language continues to evolve. In 2013, ""selfie"" was named (20) the word of the year by the editors of the Oxford English Dictionary, a choice Shakespeare would undoubtedly have approved of."
psy_spring_2024,1,2,18-22,240,3,14,17.1,21.3,16.6,1.29,medicine_health,How pain relievers block pain signals,process_description,False,,definition,last_fact,False,False,ok,"(1) The sensation we refer to as pain is the result of a series of chemical reactions. When cells in the body are damaged, they release prostaglandins, chemicals that attach themselves to the nerve endings. The nerves then transmit a message to the brain, specifying the location and severity of the damage. As soon as our brain receives this (5) message, we feel pain.

At this point, we may reach for a pain reliever. Though pain relievers cannot cure disease or heal an injury, they do alleviate pain by disrupting the transmission of pain signals to the brain. There are two main kinds of medication for pain: non-steroidal anti-inflammatory drugs (NSAIDs), such as ibuprofen and aspirin, and narcotics, such (10) as morphine and codeine.

NSAIDs are used to relieve the aches and pains caused by short-term ailments such as earache and muscle sprains, or chronic illnesses like arthritis. They inhibit damaged cells from producing prostaglandins and thus limit the number of pain signals that reach the brain. The relief lasts as long as the NSAIDs remain active in the body. Narcotics (15) act in a different way. They attach to pain receptors in the brain and spinal cord, thereby blocking the pain signals. Narcotics are generally prescribed for patients suffering from long-term or extreme pain that does not respond to NSAIDs. In some cases, however, a combination of an NSAID and a narcotic relieves pain better than either kind of medication on its own."
psy_spring_2024,2,1,13-17,312,3,14,22.3,11.7,8.8,0.79,social_science,The habit loop and forming habits,problem_then_explanation,True,however,striking_fact,summary_restatement,False,False,ok,"(1) According to researchers, habits account for about 40 percent of our behaviors on any given day. Understanding the nature of habits and learning how to form beneficial ones or change harmful ones is essential in life. For many people, however, creating new behavior patterns is an almost impossible task. The key to success lies in (5) something called the habit loop.

Put briefly, a habit loop consists of a cue, a routine and a reward. In his best-selling book The Power of Habit, Charles Duhigg gives teeth brushing as an example. He explains that waking up in the morning with film on one's teeth is the cue that leads people to go through the routine of brushing their teeth, thereby yielding the reward of a (10) clean and fresh feeling in their mouth. Research shows that it was the fresh taste of a new mint-flavored toothpaste called Pepsodent, in addition to the desire to remove the layer of plaque that gathers on teeth, that gave rise to the widespread practice of teeth brushing in the United States at the beginning of the 20th century. Customers claimed that they began looking forward to the cool and tingling sensation created by the (15) toothpaste. The habit loop took hold and there was soon a soaring demand for Pepsodent and other mint-flavored toothpastes.

In order to create a new habit or get rid of an old one it is necessary not just to identify a cue, a routine and a reward, but also to cultivate a craving that drives the loop. Duhigg explains that the reason people fail in their attempt to turn a new behavior into a (20) set habit is that a one-time reward is not enough. Only when a behavior is repeated – and rewarded – a number of times does the brain begin anticipating the reward. Once the new routine has become automatic, a habit has been established."
psy_spring_2024,2,2,18-22,263,3,12,21.9,18.6,10.8,1.25,biography,Fibonacci and Hindu-Arabic numerals,chronological_narrative,True,Although,named_person,summary_restatement,True,False,ok,"(1) Medieval Italian scholar Leonardo Fibonacci (c. 1170-1240) ranks among the foremost mathematicians of all time. One of his most significant contributions to the field of mathematics was the dissemination of the Hindu-Arabic number system, based on the digits zero to nine (0-9), which is used all over the world today.

(5) Fibonacci first encountered Hindu-Arabic numerals when, as a child, he spent several years in North Africa with his family. Years later, he traveled widely in the Mediterranean world, delving further into the Hindu-Arabic number system and discovering its advantages over the Roman number system then in use in Europe. In 1202, after returning to his native Pisa, he published the Liber abaci (Book of (10) Calculation), the first work to introduce Hindu-Arabic numerals to Europe. Fibonacci's text demonstrated the usefulness of these numbers for practical, everyday arithmetic purposes such as money changing and the conversion of weights and measures. The book, which also discusses subjects such as geometry, algebra, and theoretical mathematics, drew the attention of leading scholars throughout Europe.

(15) Holy Roman Emperor Frederick II, who was deeply interested in the arts and sciences, found the Liber abaci intriguing and asked to meet its author. For several years afterward, Fibonacci corresponded with the emperor and court scholars, exploring mathematical problems and their solutions. When Fibonacci published his most innovative work, the Liber quadratorum (Book of Square Numbers) in 1225, he (20) dedicated it to the emperor. Although the Liber quadratorum was Fibonacci's most sophisticated achievement and constituted a major contribution to the field of mathematics, the Liber abaci is broader in scope and was ultimately a more influential work."
psy_spring_2025,1,1,13-17,294,4,15,19.6,15.2,10.9,0.87,history,"The Shakers' crafts, inventions and decline",expository_descriptive,True,However,definition,last_fact,False,False,ok,"(1) The Religious Society of Friends, commonly known as the Quakers, is a religious community that was founded in England in the mid-seventeenth century. Some hundred years later, a group called the Wardley Society broke away from the community and moved to the New World – America – in search of religious freedom. The group (5) earned the name ""Shaking Quakers"", or simply Shakers, because their worship included trembling, dancing, jumping up and down, and shaking all over.

The Shakers believed that they served God by approaching all tasks, even mundane ones, with painstaking care. This attitude gave rise to a distinctive style of architecture, furniture, and decorative arts. The Shaker style, with its clean lines and lack of (10) ornamentation, reflects the traditional Shaker values of simplicity, utility, and superior craftsmanship. Although the Shakers were never a large community, they had a considerable influence on American aesthetics. They pioneered the principles of form and function that were later advocated by such notable architects and designers as John Ruskin and Louis Sullivan.

(15) The Shakers also embraced technology, believing that labor-saving devices would give them more time for study and prayer. An astonishing variety of inventions that have become part of the American lifestyle can be attributed to them. These include the flat-edged broom, the motorized washing machine, the pea sheller, and the revolving oven.

(20) During the 1800s, Shaker communities dotted the farmlands of the United States from Maine in the north to Florida in the south. At their peak, the Shakers numbered 6,000 members in 14 communities. However, because Shakers do not marry or have children, most of their settlements have disappeared or been made into museums. There is only one remaining place – New Gloucester, Maine – where the old ways are still (25) practiced by the last eight Shakers in the world."
psy_spring_2025,1,2,18-22,458,4,23,19.9,20.3,16.9,2.39,life_science,The remora and its host symbiosis,expository_descriptive,True,But what about the host?,striking_fact,last_fact,False,False,ok,"(1) Few creatures in the sea sport an odder appendage than the remora, which has an elongated suction mechanism on top of its head. Remoras, tropical fish ranging in length from 30 to 110 centimeters, are the hitchhikers of the sea. They catch rides by affixing their suction disc to other creatures that can be up to twenty times their size, (5) such as sharks and sea turtles. They have even been known to attach themselves to boats. This is reflected in the fish's scientific name: Echeneidae comes from Echeneis, which is made up of two Greek words, echein (to hold) and naus (ship).

David Johnson of the Smithsonian National Museum of Natural History describes the remora's suction disc as ""one of the most remarkable and most highly modified (10) skeletal structures among vertebrates"". Within the disc are paired rows of flexible membranes, called lamellae, which are laid out like ribs. The flexibility of the lamellae allows the remora's suction disc to mold to the uneven surface of another fish's body, thereby creating a tight seal.

The relationship between the remora and the living organisms it attaches itself to is (15) a symbiotic one. There are three kinds of symbiosis: commensalism, in which one organism benefits and the other is neither harmed nor helped; parasitism, in which one side benefits at the expense of the other; and mutualism, in which both sides benefit. Scientists disagree about the nature of the relationship between the remora and its hosts. The remora clearly benefits from free transportation, and its proximity to a larger (20) animal protects it from predators and provides it with a steady supply of food from the host's leftover scraps. But what about the host? Some researchers claim that a passenger slows down the host's movement and increases its energy expenditure. Others maintain that remoras are so much smaller than their hosts and so streamlined that the effect of their presence is negligible. Do the hosts benefit in some way? Some (25) suggest that remoras eat small crustaceans that have become embedded in their hosts. The counterargument, however, is that it is more likely that crustaceans fall off on their own. If so, remoras would not be paying for the services rendered.

Fishermen around the world benefit from the remora. After they tie a line to its tail and release it into the water, the remora swims off and attaches itself to a large fish or (30) sea turtle, enabling the fisherman to carefully reel in the catch. So how do fishermen obtain their remora? They either get lucky and catch a fish with a remora attached or they catch very young remoras in nets along with other fish and keep them until they are old enough to be sent out to latch on to other fish."
psy_spring_2025,2,1,13-17,240,3,11,21.8,17.9,11.9,0.82,anthropology_culture,Balloons as symbols of loss,claim_then_counterclaim,True,And yet,striking_fact,last_fact,False,False,ok,"(1) Balloons hold an allure for people of all ages. Invented by English scientist Michael Faraday in 1824, balloons were being mass produced by the beginning of the twentieth century and soon became a much sought-after item. Indeed, millions of dollars are spent annually on balloons, a favorite at all kinds of social and promotional (5) events.

Balloons come in different shapes, sizes, and colors and create a festive, playful atmosphere. Lightweight and delicate, they hover, float and bob in ways that make them appear almost alive. They have an extraordinary power to evoke joy and enchantment and are all but guaranteed to make people smile. In the words of the (10) famous storybook character Winnie the Pooh, ""Nobody can be uncheered with a balloon.""

And yet, not everyone would agree that balloons are invariably a source of delight or good cheer. These fragile objects may cause disappointment and sadness if they suddenly burst or are carried away by the wind. For this reason, they are often seen to (15) represent loss – not just the physical loss of the balloon, but also more abstract losses like the loss of beauty or innocence. Balloons remind us of the transient nature of things – including life itself – because they can be here one moment and gone the next. The fact that balloons have to be held by a string to prevent them escaping our grasp and floating away can also be associated with the idea of freedom constrained."
psy_spring_2025,2,2,18-22,378,4,14,27.0,9.2,5.5,0.71,history,The Seneca Falls women's rights convention,chronological_narrative,True,Nonetheless,named_person,irony_or_twist,False,False,ok,"(1) Elizabeth Cady Stanton first met Lucretia Mott in London in 1840, a chance encounter that would herald a new era in women's history. Stanton, an anti-slavery activist, and Mott, a Quaker and veteran advocate of social reform, had traveled as part of the American delegation to the World Anti-Slavery Convention being held in the city. (5) After being denied seating on the grounds of their sex, Stanton and Mott became convinced of the need to formally convene and address the condition of women. Eight years would pass before the event that they envisioned would come about.

In July 1848, Mott was visiting her sister in Waterloo, New York, and Stanton was living in nearby Seneca Falls when they met again at a social gathering. As discussion (10) turned to women's rights, Stanton argued that the time had come for women's issues to be laid before the public and that women themselves must shoulder the responsibility. Before the afternoon was out, the women had decided to call a convention ""to discuss the social, civil, and religious condition and rights of women"".

Stanton was assigned the task of composing a Declaration of Sentiments for the (15) convention. Drawing upon the American Declaration of Independence, she submitted that ""all men and women are created equal"" and went on to list the ""injuries and usurpations"" suffered by women at the hands of men. Among the resolutions Stanton drafted for the improvement of women's lot was one positing the radical assertion that it was a woman's duty to obtain the right to vote. This resolution shocked even Lucretia (20) Mott, who exclaimed, ""Why, Lizzie, you will make us ridiculous.""

The Seneca Falls Convention took place that same summer at the Wesleyan Methodist Church in Seneca Falls. It was publicized only by a small notice placed in the Seneca County Courier, and the organizers anticipated a modest affair. ""The convention will not be so large as it otherwise might be, owing to the busy time with the (25) farmers,"" Mott told Stanton, ""but it will be a beginning."" Nonetheless, a crowd of three hundred people, including forty men, came from miles away. How ironic that at this juncture in the history of the women's movement, no woman was willing to preside over the proceedings – the task fell to Lucretia Mott's husband."
