exam,section,text_no,n,pos_in_block,type,negative,cited_line,key,stem,opt1,opt2,opt3,opt4,locator_in_stem,answer_home,answer_span_sentences,scan_sufficient,scan_comment,correct_option_relation,correct_shares_wording,key_looks_wrong,key_comment,key_reliability,mech1,why1,mech2,why2,mech3,why3,mech4,why4
feb_2016,1,2,21,4,explicit_detail,False,lines 15-16,1,"The type of handshake described in lines 15-16 (""What woman . . . every finger?"") causes -",pain,shame,fear,confusion,line_number,p3,1,yes_local,"Cut rings, flesh and paralyzed fingers are all in the one quoted sentence.",inference_one_step,False,False,,ok,,,not_stated,Embarrassment is nowhere in the description.,not_stated,"The reaction described is wincing, not fear.",not_stated,Nothing in the image suggests confusion.
feb_2016,1,2,22,5,explicit_detail,True,,4,"According to the text, a proper handshake should be all of the following except -",relaxed,warm,strong,long,named_entity_or_term,p4-p5,3,needs_paragraph,"'The proper handshake' sentence gives brief, strong, warm; 'relaxed' is only in the final paragraph.",elimination_only,False,False,,ok,true_but_not_asked,The last paragraph calls for a relaxed but living hand.,true_but_not_asked,Warmth in the clasp is named explicitly.,true_but_not_asked,A feeling of strength is named explicitly.,,
feb_2016,2,1,13,1,title,False,,4,An appropriate title for this text would be -,The Frog and Toad Series: The Best of Arnold Lobel,Crafting Stories for Children and Parents,Doubly Gifted: Writers Who Illustrate Their Own Works,The Appeal of Arnold Lobel's Children's Books,none,whole,99,no_locator,Nothing to scan; the title must cover both the writing and the illustrations paragraphs.,generalization,True,False,,ok,too_narrow,Frog and Toad is named once and never ranked best.,too_narrow,Covers paragraph two and drops the illustrations.,overreach,Generalizes to a whole class of writer-illustrators.,,
feb_2016,2,1,14,2,paragraph_purpose,False,,3,The main purpose of the first paragraph is to -,describe the educational value of Lobel's books,discuss some of Lobel's books,present Lobel's enduring legacy,praise Lobel's wit and wisdom,paragraph_number,p1,3,needs_paragraph,"Classrooms, translations and reprints each fit a narrower option; 'legacy' frames them all.",generalization,True,False,,ok,too_narrow,Classroom use is one item in a list.,too_narrow,Only the Frog and Toad series is named.,,,too_narrow,Wit and wisdom is one clause of the second sentence.
feb_2016,2,1,15,3,explicit_detail,False,,2,"According to the second paragraph, Lobel's books are -",scary but entertaining,funny and easy to read,used to teach reading at different levels,about humans and animals,paragraph_number,p2,2,needs_paragraph,'Easy readers' and 'humorous' sit in the same long sentence but on opposite sides of 'nevertheless'.,synthesis,True,False,,ok,not_stated,Nothing describes the books as frightening.,,,wrong_location,Echoes 'used in classrooms' from the first paragraph.,right_words_wrong_relation,Animal characters have human personalities; humans are not characters.
feb_2016,2,1,16,4,inference,False,,3,It can be understood from the last paragraph that Lobel -,was more famous as an illustrator than as a writer,was never satisfied with his own work,continued writing throughout his life,avoided taking risks,ordinal_position,p3,2,needs_paragraph,The colour anecdote opens the paragraph; the 'months before he died' clause carries the answer.,inference_one_step,False,False,,ok,right_words_wrong_relation,Illustrations were 'also' original; no fame comparison is made.,contradiction,His remark expresses admiring surprise at his own work.,,,contradiction,He used a colour other artists would not go near.
feb_2016,2,1,17,5,explicit_detail,True,,4,Which of the following is not one of the reasons Lobel's stories are so well liked?,They are written in simple language.,They are witty and wise.,Their characters are both naive and sophisticated.,They have surprising endings.,none,whole,99,no_locator,"Negative stem; the false option borrows 'surprise', a word the text uses about Lobel himself.",elimination_only,True,False,,ok,true_but_not_asked,P2 says his language is simple and clear.,true_but_not_asked,P1 praises the books for wit and wisdom.,true_but_not_asked,P2 gives naivete and sophistication in his characters.,,
feb_2016,2,2,18,1,explicit_detail,False,,4,"According to the first paragraph, Panama hats -",are made in Panama,were made famous by Winston Churchill,were first made 100 years ago,are made by hand,paragraph_number,p1,1,needs_paragraph,Only a paragraph pointer; 'hand-woven' is one adjective in a three-adjective string.,paraphrase,True,False,,ok,outside_knowledge,"The name suggests it, but the text places production in Ecuador.",right_words_wrong_relation,"Churchill is one wearer in a list, not the cause of fame.",right_words_wrong_relation,A symbol for over a century is not a date of first manufacture.,,
feb_2016,2,2,19,2,paragraph_purpose,False,,2,The main purpose of the second paragraph is to -,describe the process of weaving a Panama hat,discuss the difficulties faced by Panama hat weavers,compare different kinds of Panama hats,present the origins of the Panama hat,paragraph_number,p2,8,needs_paragraph,The first three sentences are craft description; the hardship turn starts only at 'Sadly'.,generalization,True,False,,ok,too_narrow,Weaving detail occupies the paragraph's opening only.,,,too_narrow,"Three grades are named, never compared.",not_stated,The hat's origins are never given.
feb_2016,2,2,20,3,inference,True,,1,It cannot be inferred from the second paragraph that Superfinos -,can be purchased only in Montecristi,are created by the most experienced and skilled weavers,require a great deal of patience to make,are made from especially fine pieces of straw,named_entity_or_term,p2,4,needs_paragraph,Negative stem; the false option reuses 'Montecristi' while the text sells abroad.,elimination_only,True,False,,ok,,,true_but_not_asked,Master craftsmen make the finest grade.,true_but_not_asked,Several months and painstaking work are stated.,true_but_not_asked,Straw thickness and weave quality determine the grade.
feb_2016,2,2,21,4,paragraph_purpose,False,,3,The main purpose of the last paragraph is to -,discuss changes in the market for Panama hats,describe the recent increase in the demand for Panama hats,present a plan to save the Panama hat industry,describe the Panama hats sold by Brent Black,ordinal_position,p3,3,needs_paragraph,"All three sentences needed: the task, the belief about pay, and the two concrete measures.",generalization,False,False,,ok,right_words_wrong_relation,Black is rekindling the market; no market change is reported.,not_stated,"No rise in demand is described, only an attempt to create one.",,,not_stated,His hats themselves are never described.
feb_2016,2,2,22,5,vocab_in_context,False,line 22,2,"In line 22, ""rekindling"" means -",repeating,reviving,restructuring,reconsidering,line_number,p3,2,yes_local,"The paragraph opens with 'breathing new life into', which glosses the word two sentences later.",paraphrase,False,False,,ok,other:wrong_collocation,Lookalike re- word; repeating a market means nothing here.,,,not_stated,No restructuring of the market is described.,other:wrong_collocation,Lookalike re- word with no support in the sentence.
feb_2017,1,1,13,1,paragraph_purpose,False,,1,The main purpose of the first paragraph is to -,present a well-known adventure novel,introduce a successful author,explain why Robinson Crusoe became a classic,discuss a famous shipwreck,paragraph_number,p1,2,needs_paragraph,"Only two sentences, but the closing shipwreck clause is a ready trap if read alone.",generalization,True,False,,ok,,,too_narrow,Defoe is named once; nothing about him is introduced.,not_stated,No reason for the book's classic status is given here.,too_narrow,"The shipwreck is the last clause, not the subject."
feb_2017,1,1,14,2,paragraph_purpose,False,,2,The main purpose of the second paragraph is to describe _____ on the island.,the people Crusoe met,Crusoe's life,what Crusoe found,the difficulties Crusoe faced,paragraph_number,p2,5,needs_paragraph,"Every sentence is a different island activity; the umbrella term only appears once, early.",generalization,True,False,,ok,too_narrow,"Only one man is met, in one sentence.",,,too_narrow,Discoveries are two moments in a longer account.,not_stated,"The paragraph shows competence, not hardship."
feb_2017,1,1,15,3,reference_word,False,line 12,1,"In line 12, ""his main character"" refers to -",Robinson Crusoe,Alexander Selkirk,the ship's captain,a young Scotsman,line_number,p3,1,yes_local,"One sentence holds everything, but two distractors sit inside it; direction of 'based on' decides.",inference_one_step,True,False,,ok,,,right_words_wrong_relation,"Selkirk is the real-life model, not Defoe's character.",wrong_entity,The captain belongs to Selkirk's story two sentences later.,right_words_wrong_relation,"Another name for Selkirk, again the source not the character."
feb_2017,1,1,16,4,explicit_detail,False,,1,"According to the last paragraph, Robinson Crusoe -",is popular in many countries,is similar to other adventure stories,was Defoe's most successful book,has been read by more children than adults,ordinal_position,p4,2,needs_paragraph,Both sentences needed: dozens of languages plus readers around the world.,paraphrase,False,False,,ok,,,not_stated,No other adventure story is mentioned for comparison.,not_stated,Defoe's other books never appear in the text.,right_words_wrong_relation,"'Children and adults alike' asserts equality, not a majority."
feb_2017,1,1,17,5,explicit_detail,True,,4,"Which of the following is not true, according to the text?",Robinson Crusoe made a number of voyages.,Robinson Crusoe is the name of a character in a book.,Robinson Crusoe's adventures were based on a true story.,Robinson Crusoe became the captain of a ship.,none,whole,99,no_locator,Negative stem across four paragraphs; each option must be located separately.,elimination_only,True,False,,ok,true_but_not_asked,P1 says a series of voyages and misfortunes.,true_but_not_asked,The whole text treats him as Defoe's character.,true_but_not_asked,P3 says Defoe elaborated on Selkirk's real adventures.,,
feb_2017,1,2,18,1,title,False,,1,An appropriate title for this text would be -,Starlings: The Danger of Interfering With Nature,The American Acclimatization Society: Linking Europe and North America,Central Park and Beyond: The Spread of the Starling,Eugene Schieffelin: Fulfilling a Dream,none,whole,99,no_locator,Nothing to scan; the closing moral and the damage paragraph must be joined.,synthesis,True,False,,ok,,,too_narrow,The Society is one clause of the first paragraph.,too_narrow,Covers paragraph two only and drops the lesson.,half_true,"The dream is real, but the text's point is the damage."
feb_2017,1,2,19,2,inference,True,,4,Which of the following statements cannot be inferred from the first paragraph?,There were no starlings in North America until the late nineteenth century.,Eugene Schieffelin introduced starlings to the United States.,The starling appears in Shakespeare's works.,The starling was the first European bird brought to the United States.,paragraph_number,p1,3,needs_paragraph,Negative stem: all four options must be tested against the whole three-sentence paragraph.,elimination_only,True,False,,ok,true_but_not_asked,Follows from importing European birds in the late 1800s.,true_but_not_asked,Stated directly in the opening sentence.,true_but_not_asked,Follows from his dream of Shakespeare's birds.,,
feb_2017,1,2,20,3,paragraph_purpose,False,,4,The main purpose of the second paragraph is to -,explain why the starlings left Central Park,discuss the current status of the starling,mention the places where starlings can be found today,show how well starlings adapted to North America,paragraph_number,p2,5,needs_paragraph,The geography sentences alone read as a list of places; 'adapted' and 'surged' supply the point.,generalization,True,False,,ok,not_stated,No reason for leaving Central Park is given.,too_narrow,Today's number is only the final sentence.,too_narrow,"Places are evidence for adaptation, not the aim.",,
feb_2017,1,2,21,4,explicit_detail,True,,4,Which of the following statements is not made in the third paragraph?,Starlings caused an airplane crash.,Starlings fight with other birds.,The starling population is growing quickly.,Starlings spread disease.,paragraph_number,p3,7,needs_paragraph,Negative stem over a long paragraph; three options must each be found before the fourth is safe.,elimination_only,False,False,,ok,true_but_not_asked,The 1960 Logan Airport crash is described.,true_but_not_asked,Starlings attack bluebirds and woodpeckers.,true_but_not_asked,They reproduce with alarming vigor.,,
feb_2017,1,2,22,5,vocab_in_context,False,line 24,2,"In line 24, ""haunt"" could best be replaced by -",remind,plague,encourage,harvest,line_number,p4,2,yes_local,Line 24 plus the next sentence about repercussions and consequences fixes the negative sense.,inference_one_step,False,False,,ok,half_true,Haunting involves memory but misses the harm the text stresses.,,,contradiction,"The consequences are presented as damaging, not encouraging.",other:wrong_collocation,Harvesting does not apply to a lasting national problem.
feb_2017,2,1,13,1,main_idea,False,,2,The main purpose of the text is to discuss -,Sir Sandford Fleming's contribution to railroad travel,how and why standard time zones were created,the principles and complexities of scheduling trains,timekeeping before the nineteenth century,none,whole,99,no_locator,"Nothing to scan; each of three paragraphs alone supports a different, narrower option.",generalization,True,False,,ok,right_words_wrong_relation,Railroads caused the problem; time zones were not built for them alone.,,,too_narrow,Train scheduling is the setup in paragraph one.,wrong_entity,"The text starts in the late nineteenth century, not before it."
feb_2017,2,1,14,2,inference,False,,2,It can be inferred from the first paragraph that at the beginning of the nineteenth century -,clocks were very rare,the sun helped people keep time,people often traveled by train,the first pocket watches were invented,paragraph_number,p1,2,yes_local,Scan for 'sun'; the zenith sentence carries the whole inference.,inference_one_step,True,False,,ok,contradiction,People adjusted their own pocket watches and clocks.,,,wrong_entity,Railroads arrive later in the paragraph and the century.,not_stated,Invention of pocket watches is never mentioned.
feb_2017,2,1,15,3,paragraph_purpose,False,,1,The main purpose of the second paragraph is to describe the -,development of standardized time zones,career of Sir Sandford Fleming,difficulties involved in railroad travel,railroad companies' reaction to Fleming's idea,paragraph_number,p2,5,needs_paragraph,Opening anecdote suggests railroad troubles; closing sentence suggests company reactions.,generalization,True,False,,ok,,,not_stated,Only one episode of his life appears; no career is traced.,too_narrow,The missed train is the opening anecdote only.,too_narrow,Adoption by companies is the final sentence.
feb_2017,2,1,16,4,vocab_in_context,False,line 9,3,"In line 9, ""flawed"" is closest in meaning to -",instant,valuable,inaccurate,reasonable,line_number,p2,2,yes_local,"He missed a train because of it, and p1 called schedules unreliable. One sentence suffices.",inference_one_step,False,False,,ok,other:wrong_collocation,A timetable cannot meaningfully be instant.,contradiction,"The timetable caused a failure, so it was not valuable.",,,contradiction,A reasonable timetable would not have made him miss the train.
feb_2017,2,1,17,5,inference,False,,2,It can be inferred from the last paragraph that the prime meridian -,"is in the same time zone as Washington, D.C.",is the place where the first time zone begins,has been changed several times,was established by the Standard Time Act in 1918,named_entity_or_term,p3,2,yes_local,Scan 'prime meridian'; the defining clause plus the Greenwich sentence is enough.,inference_one_step,False,False,,ok,wrong_entity,Washington hosted the conference; Greenwich is the meridian.,,,not_stated,No later change of the meridian is mentioned.,wrong_entity,1918 is U.S. adoption; the meridian dates from 1884.
feb_2017,2,2,18,1,main_idea,False,,1,The main purpose of the text is to -,introduce X-rays and the man who discovered them,demonstrate the profound effect of X-rays on diagnostic medicine,explain the scientific properties of X-rays,describe the remarkable career of Wilhelm Conrad Röntgen,none,whole,99,no_locator,Nothing to scan; only reading all three paragraphs shows the man and the ray share the stage.,generalization,True,False,,ok,,,too_narrow,Medical use closes paragraph two only.,too_narrow,Physical properties occupy one sentence.,overreach,"One discovery is described, not a whole career."
feb_2017,2,2,19,2,paragraph_purpose,False,,1,The second paragraph discusses the ____ X-rays.,characteristics and uses of,advantages and disadvantages of,local and worldwide responses to,development and improvement of,paragraph_number,p2,4,needs_paragraph,"Properties open the paragraph, medical uses close it; either half alone fits a wrong option.",generalization,False,False,,ok,,,half_true,Advantages are given; no disadvantage appears.,right_words_wrong_relation,Reuses 'worldwide' but no local-versus-global contrast exists.,not_stated,No later improvement of X-rays is described.
feb_2017,2,2,20,3,vocab_in_context,False,line 9,1,"In line 9 ""penetrate"" is closest in meaning to -",enter,touch,see,move,line_number,p2,1,yes_local,'Pass through ... but could not penetrate' sets the synonym inside one sentence.,paraphrase,False,False,,ok,,,other:partial_synonym,Touching a surface is weaker than passing into it.,wrong_location,Echoes the later idea of looking inside the body.,other:partial_synonym,Movement alone omits the through-a-material sense.
feb_2017,2,2,21,4,explicit_detail,False,,4,"According to the last paragraph, the ""X"" in ""X-ray"" -",indicates how dangerous X-rays can be,refers to Röntgen's reluctance to take credit for the discovery,is no longer used as a mathematical symbol,is a mathematical sign for something unknown,quoted_phrase,p3,2,yes_local,The sentence naming the mathematical symbol for the unknown answers it directly.,paraphrase,True,False,,ok,not_stated,Danger of X-rays is never mentioned in the text.,right_words_wrong_relation,His modesty is real but is not what the letter means.,contradiction,"The text calls it the common mathematical symbol, still in use.",,
feb_2017,2,2,22,5,explicit_detail,True,,3,Which of the following statements about X-rays is not made in the text?,They pass through some materials but not others.,They help doctors diagnose broken bones.,They laid the foundation for modern photography.,They made Röntgen famous.,none,whole,99,no_locator,"Negative stem; the unstated option reuses 'photograph', the text's own vocabulary.",elimination_only,True,False,,ok,true_but_not_asked,Stated: they pass through skin but not bone or lead.,true_but_not_asked,Doctors used them within weeks for bone fractures.,,,true_but_not_asked,He won widespread recognition and the first Nobel Prize.
jul_2012,1,1,20,1,main_idea,False,,3,The main purpose of the text is to -,compare some best-selling board games,describe the marketing of board games,discuss the history of Monopoly,explain how to play Monopoly,none,whole,99,no_locator,"Three paragraphs run 1904, 1933 and 1935; only the sequence shows it is a history.",generalization,True,False,,ok,right_words_wrong_relation,"'Best-selling board game' is verbatim, but no games are compared.",too_narrow,Parker Brothers and the store fill part of one paragraph.,,,not_stated,The rules of play are never given.
jul_2012,1,1,21,2,explicit_detail,False,,1,"According to the first paragraph, the Landlord's Game was -",invented by Elizabeth Magie,based on Monopoly,the best-selling game of 1904,produced in many languages,named_entity_or_term,p1,1,yes_local,"The game's name occurs once, in the sentence naming its creator.",paraphrase,True,False,,ok,,,right_words_wrong_relation,Derivation runs the other way; Monopoly came from it.,wrong_entity,"'Best-selling' belongs to Monopoly today, not to this game.",wrong_entity,The 26 languages describe Monopoly in the opening sentence.
jul_2012,1,1,22,3,vocab_in_context,False,line 13,4,"The phrase ""did not give up"" (line 13) is closest in meaning to -",was disappointed,changed the game,solved all the problems,kept trying,line_number,p2,2,yes_local,"The next sentence shows him making 5,000 copies; persistence is on the page.",paraphrase,False,False,,ok,other:wrong_sense,Fits the emotional context but not the phrase's meaning.,wrong_location,"He changed the rules earlier, before the rejection.",right_words_wrong_relation,The 52 problems are named nearby but never solved.,,
jul_2012,1,1,23,4,vocab_in_context,False,line 15,3,"In line 15, ""could not meet the demand"" means -",could not make changes to Monopoly,would not return to the store in Philadelphia,could not produce enough games,would not ask for help,line_number,p2,2,yes_local,"'All 5,000 snapped up and the store asked for more' precedes the phrase directly.",paraphrase,False,False,,ok,not_stated,No further changes to the game are at issue here.,wrong_location,The Philadelphia store is real; he returned to Parker Brothers.,,,contradiction,He made the copies with help from a friend.
jul_2012,1,1,24,5,explicit_detail,False,,4,"According to the text, Monopoly was in 1935.",improved,first played in Philadelphia,invented,first produced commercially,named_entity_or_term,p3,1,yes_local,"The date 1935 appears once, immediately before 'its first year of commercial production'.",paraphrase,True,False,,ok,wrong_location,"The redesign happened in 1933, in the previous paragraph.",wrong_location,The Philadelphia sales came before commercial production.,wrong_location,"Invention belongs to 1904, or to 1933 for the name.",,
jul_2012,1,2,25,1,paragraph_purpose,False,,4,The main purpose of the second paragraph is to present -,a short description of different religious groups in India,reasons why Muslims allow cows to be killed for food,evidence of the cow's importance to the Indian economy,some criticisms of the Hindu taboo on slaughtering cattle,paragraph_number,p2,3,needs_paragraph,Three short sentences each voice a different objection; one alone reads as its own topic.,generalization,True,False,,ok,right_words_wrong_relation,"Muslims are named as objectors, not described as a group.",not_stated,A right is asserted; no reasons are supplied.,contradiction,Economists say the cow love damages the economy.,,
jul_2012,1,2,26,2,inference,False,line 9,4,"It can be inferred that some people believe it is ""highly irrational"" (line 9) to -",kill cows even though they are considered sacred,slaughter cows when there are so few of them in India,force Muslims to kill cows when their religion forbids this,protect cows while people are starving to death,line_number,p1-p2,2,yes_local,The starving-people sentence closing paragraph one sits immediately above line 9.,inference_one_step,True,False,,ok,contradiction,"It is the ban, not the killing, that is called irrational.",contradiction,India holds a third of the world's cattle.,right_words_wrong_relation,Muslims claim a right to slaughter; nobody forces them to.,,
jul_2012,1,2,27,3,paragraph_purpose,False,,1,The purpose of the third and fourth paragraphs is to -,present two opinions regarding the origins of the taboo on killing cows,explain why the idea that cows are sacred is an irrational one,provide arguments supporting the taboo on killing cows,describe the role of cows in the Hindu religion,paragraph_number,p3-p4,10,needs_paragraph,Two whole paragraphs must be read as a matched pair of competing explanations.,generalization,True,False,,ok,,,wrong_location,Irrationality is the preceding paragraph's charge.,right_words_wrong_relation,These explain the taboo's origin; they do not defend it.,too_narrow,Ritual use is one strand of the religious explanation.
jul_2012,1,2,28,4,explicit_detail,False,,2,"According to anthropologists, people began to use cow manure as fuel because -",it was relatively cheap,there was a shortage of wood,the number of cows increased,it burned more cleanly than wood,named_entity_or_term,p4,1,yes_local,'Because of the resulting shortage of wood' is the causal clause itself.,paraphrase,True,False,,ok,not_stated,Cost is never mentioned as a factor.,,,wrong_entity,"The human population rose, not the number of cows.",right_words_wrong_relation,"Clean burning is a parenthetical property, not the stated cause."
jul_2012,1,2,29,5,title,False,,4,An appropriate title for this text would be -,The Religious Conflict Between Hindus and Muslims in India,The Growing Food Shortage in India,The Cow in Ancient Hindu Rituals,The Hindu Taboo on Killing Cows: A Controversial Issue in India,none,whole,99,no_locator,"Practice, objections and two rival origin stories all have to fit under the title.",generalization,True,False,,ok,overreach,Muslims get one clause; no conflict is narrated.,right_words_wrong_relation,"Starvation and shortage appear, but food supply is not the subject.",too_narrow,Ancient rituals are one half of one explanation.,,
jul_2012,2,1,20,1,main_idea,False,,3,The main purpose of the text is to discuss -,twentieth-century dance,classical ballet,an important choreographer,the role of emotions in dance,none,whole,99,no_locator,"Innovations, staging and legacy all attach to one person across three paragraphs.",generalization,True,False,,ok,overreach,A century of dance is far broader than one career.,right_words_wrong_relation,"Ballet is the foil she rejected, not the subject.",,,too_narrow,Emotion in dance occupies a single sentence.
jul_2012,2,1,21,2,explicit_detail,False,,2,"According to the first paragraph, Martha Graham -",believed that emotions had no place in dance,tried new methods and forms of dance,based her dances on classical ballet,wanted her dances to look smooth and effortless,ordinal_position,p1,1,yes_local,'Experimented with a wide variety of styles and techniques' answers it in one clause.,paraphrase,False,False,,ok,contradiction,She felt strong emotions were an important part of dance.,,,contradiction,She abandoned the traditional steps of classical ballet.,contradiction,She made no attempt to hide the effort required.
jul_2012,2,1,22,3,explicit_detail,False,,3,"According to the first paragraph, which of the following is characteristic of Graham's dances?",straight legs,traditional steps,angular turns,symmetrical movements,ordinal_position,p1,1,yes_local,'Bent legs and angular turns' is a single verbatim phrase in the paragraph.,paraphrase,True,False,,ok,wrong_entity,Straight legs are attributed to classical ballet.,wrong_entity,Traditional steps are exactly what she abandoned.,,,wrong_entity,Symmetry is attributed to classical ballet.
jul_2012,2,1,23,4,vocab_in_context,False,line 12,1,"The word ""commonplace"" (line 12) could be replaced by -",widely accepted,highly unusual,dramatic,representational,line_number,p2,1,yes_local,'Later became commonplace in the world of dance' supplies the sense in place.,paraphrase,False,False,,ok,,,contradiction,"The word marks the innovations becoming ordinary, not rare.",wrong_location,Real passage word from the costume sentence following.,wrong_location,Real passage word from the same sentence's prop list.
jul_2012,2,1,24,5,paragraph_purpose,False,,1,The last paragraph mainly discusses Martha Graham's -,legacy,dances,choreography,methods,ordinal_position,p3,4,needs_paragraph,"Pieces, pupils and lasting influence together are the legacy; each alone is a detail.",generalization,True,False,,ok,,,too_narrow,The 180 pieces are one item in the legacy list.,wrong_location,Her choreography is described in the earlier paragraphs.,too_narrow,Her methods are one clause of the closing paragraph.
jul_2012,2,2,25,1,explicit_detail,False,,1,"According to the first paragraph, people might want to store their children's umbilical cord blood in the cryo-preservation bank -",to help their children in the event that they develop certain diseases,to help the researchers working at Hadassah Hospital,because there is no better way of preserving blood indefinitely,because this may help in the treatment of cancer patients around the world,ordinal_position,p1,1,yes_local,The opening 'insurance policy against the eventuality' sentence states the motive.,paraphrase,True,False,,ok,,,not_stated,No research benefit is mentioned as a motive.,right_words_wrong_relation,'Stored indefinitely' is reused; no preservation methods are compared.,right_words_wrong_relation,"'Around the world' describes where banks exist, not the motive."
jul_2012,2,2,26,2,vocab_in_context,False,line 5,3,"The ""facility"" referred to in line 5 is -",an umbilical cord,an insurance policy,a cryo-preservation bank,Hadassah Hospital,line_number,p1,2,yes_local,'The country's first such facility' points back one sentence to the bank.,inference_one_step,True,False,,ok,wrong_location,"Real term from the same sentence, but not a place.",wrong_location,A metaphor from the passage's opening line.,,,right_words_wrong_relation,Hadassah opened the facility; it is not the facility.
jul_2012,2,2,27,3,paragraph_purpose,False,,2,The purpose of the second paragraph is to -,discuss diseases that require bone marrow transplants,describe situations in which umbilical cord blood can be useful,explain why chemotherapy harms the immune system,discuss the importance of finding an appropriate blood donor,paragraph_number,p2,4,needs_paragraph,Two case types plus the closing comparison are needed to see it lists useful situations.,generalization,True,False,,ok,too_narrow,Named diseases are examples serving a broader claim.,,,not_stated,"Chemotherapy's damage is asserted, never explained.",right_words_wrong_relation,The point is that one's own cells beat a donor's.
jul_2012,2,2,28,4,reference_word,False,line 13,1,"In line 13, ""situations such as these"" refers to situations in which -",the body's immune system has been harmed,blood has been taken from the umbilical cord,patients have been successfully treated,stem cells are produced in the bone marrow,line_number,p2,3,needs_paragraph,"The plural referent gathers two separate preceding cases, not one adjacent sentence.",generalization,True,False,,ok,,,wrong_location,Cord collection belongs to the first paragraph.,right_words_wrong_relation,"Successful treatment is the consequence, not the situation.",right_words_wrong_relation,Marrow contains stem cells; that is not the situation described.
jul_2012,2,2,29,5,inference,False,,3,It can be inferred from the last paragraph that if Professor Slavin were in charge of Hadassah's delivery rooms -,more bone marrow transplants would be conducted,there would be fewer problems in finding people willing to donate their bone marrow,umbilical cords would be saved rather than thrown away,more babies born with immune-system disorders could be successfully treated,named_entity_or_term,p3,1,yes_local,His quotation calls the discarding unfortunate; reversing it is the single step.,inference_one_step,True,False,,ok,right_words_wrong_relation,His title names marrow transplants; cord blood is the alternative.,not_stated,Donor willingness is never discussed.,,,right_words_wrong_relation,"The blood serves the donor later and siblings, not sick newborns."
jul_2015,1,1,13,1,explicit_detail,False,,1,"According to the first paragraph, Fitzgerald -",began her singing career at the age of 17,did not like being famous,sold more albums than any other vocalist,was the first female jazz singer,ordinal_position,p1,1,yes_local,'Made her singing debut in 1934 at the age of 17' answers it outright.,paraphrase,True,False,,ok,,,right_words_wrong_relation,Shy offstage is not the same as disliking fame.,overreach,'Over forty million' becomes a superlative the text never claims.,right_words_wrong_relation,Twists the nickname 'First Lady of Song' into a historical first.
jul_2015,1,1,14,2,paragraph_purpose,False,,1,The main purpose of the second paragraph is to -,discuss the outstanding quality of Fitzgerald's singing,present the famous musicians who worked with Fitzgerald,discuss the types of music Fitzgerald preferred,describe Fitzgerald's relationship with Ira Gershwin,paragraph_number,p2,5,needs_paragraph,Names and genres dominate the surface; only the whole paragraph shows praise is the point.,generalization,False,False,,ok,,,too_narrow,The name list is one sentence used as evidence of quality.,right_words_wrong_relation,"Genres show range, not personal preference.",too_narrow,Gershwin supplies one closing quotation only.
jul_2015,1,1,15,3,explicit_detail,True,,3,The second paragraph does not mention that performed with Fitzgerald.,Count Basie,Frank Sinatra,Ira Gershwin,Benny Goodman,paragraph_number,p2,3,needs_paragraph,Negative stem forces checking four names against the paragraph's performer list.,elimination_only,True,False,,ok,true_but_not_asked,Listed among the jazz greats she appeared with.,true_but_not_asked,Listed among the crooners she appeared with.,,,true_but_not_asked,Listed among the jazz greats she appeared with.
jul_2015,1,1,16,4,explicit_detail,False,,1,"According to the text, Fitzgerald -",was more comfortable on stage than anywhere else,always performed with an orchestra,composed most of her own songs,was surprised by how much audiences loved her,none,p1,2,no_locator,'According to the text' points nowhere; the shy/spotlight pair sits in paragraph one.,paraphrase,False,False,,ok,,,right_words_wrong_relation,She imitated orchestral instruments; she did not always use an orchestra.,wrong_entity,Gershwin composed the songs; 'my songs' is his line.,half_true,Audience love is stated; her being surprised by it is not.
jul_2015,1,1,17,5,author_purpose_or_attitude,False,,4,It can be understood from the text that the author -,once met with Ella Fitzgerald,is a jazz musician,likes a wide variety of music,is a fan of Ella Fitzgerald,none,whole,99,no_locator,Attitude lives in the cumulative superlatives; no single sentence states it.,inference_one_step,False,False,,ok,not_stated,No contact between author and singer is indicated.,not_stated,The author's own profession never appears.,right_words_wrong_relation,"Variety describes her repertoire, not the author's taste.",,
jul_2015,1,2,18,1,title,False,,2,An appropriate title for this text would be -,A Brief History of Origami,Origami: Ancient Art Meets Modern Engineering,Robert Lang: Scientist and Origami Artist,Origami: The Magic of Paper Folding,none,whole,99,no_locator,Only reading both halves shows the text pivots from history to engineering.,generalization,True,False,,ok,too_narrow,Covers the history paragraph and drops the science half.,,,too_narrow,"Lang is one worked example, not the subject.",too_narrow,"Keeps the charming opening framing, ignores the scientific turn."
jul_2015,1,2,19,2,explicit_detail,False,,4,"According to the second paragraph, during the Heian Period -",origami was made only in Japan,origami techniques were kept secret,each family had its own style of origami,only wealthy people could afford to do origami,named_entity_or_term,p1,1,yes_local,'Heian' locates it; note the stem says second paragraph but it is the first as extracted.,paraphrase,False,False,,ok,contradiction,Paper was first made and folded in China.,right_words_wrong_relation,"Passed down orally within a class, not deliberately kept secret.",not_stated,Family-specific styles are never mentioned.,,
