exam,year,chapter,position,stem,opt1,opt2,opt3,opt4,official_key,stem_wc,correct_wc,ratio,rank_of_correct,correct_strictly_longest,correct_strictly_shortest,parity_deficit,conn_stem,conn_correct,quant_stem,commas,proper_nouns,hard_stem,hard_list,is_quote,correct_max_overlap,overlap_correct,overlap_max,mech_R,prox_P,g_list,clause_count,notes
summer2021,2021,1,12,Twentieth-century composer Aaron Copland created music with a distinctly American sound.,Aaron Copland is the most instantly recognizable of any American composer.,Aaron Copland's original compositions are variations on traditional American tunes.,Aaron Copland is one of the most distinguished American composers.,Aaron Copland's musical compositions are characterized by an unmistakably American quality. )‫,4,11,12,1.09,1,True,False,1.0,0,0,0,0,3,1,twentieth-century,False,False,2,4,"d1:R6R1,P2;d2:R7,P2;d3:R7,P2",,"1,2,9",1,
summer2021,2021,2,9,The insecticide pyrethrum is derived from the chrysanthemum flower.,Chrysanthemums are among the flowers that contain pyrethrum.,Chrysanthemums are the source of pyrethrum.,Pyrethrum is often used to make chrysanthemums grow better.,Pyrethrum is used to protect chrysanthemums from insects.,2,9,6,0.67,4,False,True,2.3,0,0,0,0,0,3,insecticide;pyrethrum;chrysanthemum,False,False,1,2,"d1:R1,P2;d3:R2,P1;d4:R2R3,P1",,"4,5,9",1,
summer2021,2021,2,10,The U.S. flag is generally referred to as the Stars and Stripes.,The U.S. flag was originally known as the Stars and Stripes.,The name Stars and Stripes refers to the design of the U.S. flag.,The U.S. flag is usually called the Stars and Stripes.,The formal name for the U.S. flag is the Stars and Stripes.,3,12,10,0.83,4,False,True,2.0,0,0,0,0,3,1,generally,False,False,3,3,"d1:R9,P3;d2:R6R3,P2;d4:R7,P3",,1,1,
summer2021,2021,2,11,"The war dispatches of foreign correspondent Richard Harding Davis were colorful and dramatic, frequently at the expense of accuracy.",Davis was one of the first foreign correspondents to show that war dispatches could be colorful and dramatic as well as factually correct.,Davis's war dispatches were exciting and full of interesting details but did not always report the facts correctly.,"Davis was an excellent foreign correspondent, but his war dispatches were overly dramatic and inaccurate.","Davis's war dispatches were not only accurate, but also colorful and informative.",2,19,18,0.95,2,False,False,6.7,0,1,0,1,3,2,dispatches;correspondent,False,False,2,6,"d1:R2,P2;d3:R1R3,P2;d4:R2,P1",,"1,6,7,8",1,
summer2021,2021,2,12,The great Renaissance painter Titian remained unrivaled until his final years.,"In his final years, Titian came to be regarded as the greatest painter of his time.",Titian was one of the last great Renaissance painters.,Only at the end of Titian's life did other painters of comparable status emerge.,"By the end of his career, Titian was admired by most of his fellow painters. )‫",3,11,14,1.27,3,False,False,6.3,1,0,0,0,2,1,unrivaled,False,False,0,4,"d1:R2,P2;d2:R7,P2;d4:R7,P2",,"3,6,8",1,
summer2022,2022,1,9,Tact is the knack of making a point without making an enemy. (Isaac Newton),Those who speak in anger are likely to make enemies.,"The best way to counter an opponent is through logic, not anger.",Tact is the art of avoiding the truth without seeming to do so.,Speaking diplomatically allows one to state an opinion without offending others.,4,12,11,0.92,3,False,False,2.0,0,0,0,0,0,0,,True,False,1,2,"d1:R2,P2;d2:R3,P1;d3:R7,P3",,"1,6",1,
summer2022,2022,1,10,"Condemnation by the Church notwithstanding, Donatism – a Christian sect – flourished during the fourth and fifth centuries.","The Donatists, Christians who had broken away from the Church, were active primarily during the fourth and fifth centuries.","Donatism is a Christian sect that thrived during the fourth and fifth centuries, despite being denounced by the Church.","Donatism, an influential sect in the fourth and fifth centuries, was subsequently rejected by the Church.","The fourth and fifth centuries were a time of uncertainty for the Donatist sect, which was persecuted by the Church.",2,18,19,1.06,2,False,False,3.3,0,1,0,1,3,3,condemnation;notwithstanding;centuries,False,True,8,8,"d1:R5R3,P2;d3:R9,P3;d4:R2R1,P2",,"1,3,7,9",1,
summer2022,2022,1,11,"The popularity of paintings by Grandma Moses, an American artist who began to paint at the age of 77, may be attributed to a combination of factors: her advanced age, her enchanting evocations of rural life, and a national fascination with folk art.","The fact that she was so old, the delightful way she portrayed life in the country, and the strong interest of Americans in folk art all made Grandma Moses's paintings very popular.","Although Grandma Moses painted charming scenes of rural life for many years, her work became popular only after the American public learned to appreciate folk art.","Grandma Moses's advanced age and enchanting evocations of rural life made her paintings popular among many Americans, but she was never considered a great artist.","The declining popularity of Grandma Moses's paintings may be attributed to a combination of factors: her age, her emphasis on rural life, and decreasing national interest in folk art.",1,43,32,0.74,1,True,False,4.0,0,0,0,4,3,5,popularity;paintings;enchanting;evocations;fascination,False,False,4,10,"d2:R9R1,P2;d3:R3,P2;d4:R2,P3",,"1,2,6,9",2,
summer2022,2022,1,12,The poems of Phillis Wheatley are characterized by emotional restraint.,Most people are moved by Phillis Wheatley's poems.,Human emotions are the central theme of Phillis Wheatley's poetry.,Open expression of feeling is not evident in Phillis Wheatley's poetry.,Phillis Wheatley's poems describe her personal experiences. )‫,3,10,11,1.1,1,True,False,1.7,0,0,0,0,2,2,emotional;restraint,False,False,1,2,"d1:R6,P1;d2:R2,P2;d4:R3,P1",,"1,6,9",1,
summer2022,2022,2,9,A pecan tree can yield edible nuts for as long as three hundred years.,"For up to three hundred years, a pecan tree can produce nuts suitable for eating.",Pecan nuts can be stored for as long as three hundred years.,People first began harvesting pecan nuts three hundred years ago.,"The pecan tree, which has edible nuts, lives for about three hundred years.",1,14,15,1.07,1,True,False,3.3,0,0,0,0,0,0,,False,False,6,7,"d2:R6,P2;d3:R9,P2;d4:R6,P3",,"1,3,6",1,
summer2022,2022,2,10,"Attempts by the National Aeronautics and Space Administration (NASA) to locate the Mars Polar Lander, which had been scheduled to land on Mars on December 3, 1999, proved futile.","NASA tried unsuccessfully to find the Mars Polar Lander after it failed to reach Mars on December 3, 1999, as planned.","On December 3, 1999, NASA lost contact with the Mars Polar Lander and began an intensive search for it.","NASA continues to search for the Mars Polar Lander, which disappeared on December 3, 1999, shortly before it was scheduled to land.","After several attempted landings, NASA's Mars Polar Lander finally set down on Mars on December 3, 1999.",1,29,21,0.72,2,False,False,3.7,0,1,0,3,10,1,scheduled,False,False,5,8,"d2:R3R5,P2;d3:R9,P2;d4:R2,P1",,"1,3,6,9",2,
summer2022,2022,2,11,"In an effort to rectify the gender imbalance in its collection, the Baltimore Museum of Art pledged that throughout 2020 it would acquire only works created by women.","The Baltimore Museum of Art announced that, due to criticism from women's groups, it would in the course of 2020 display only pieces of art that had been created by women.","In 2020, the Baltimore Museum of Art initiated a program aimed at providing opportunities to women artists at the beginning of their careers.","In response to claims of gender inequality, the Baltimore Museum of Art decided that in 2020 it would purchase only works of art that portray women.","To compensate for the disproportionate number of male artists represented in its collection, the Baltimore Museum of Art undertook to buy during all of 2020 only artwork made by women.",4,28,30,1.07,2,False,False,6.0,0,0,1,1,3,2,imbalance;throughout,False,False,5,8,"d1:R3R7,P2;d2:R7R3,P2;d3:R7,P3",,"1,3,6",2,
summer2022,2022,2,12,"By the time George Washington was appointed commander-in-chief of the Continental Army in 1775, the memory of his culpability in the Jumonville affair had waned significantly.","Even after George Washington became commander-in-chief of the Continental Army in 1775, his reputation bore the stain of the Jumonville affair.",George Washington's outstanding service as commander-in-chief of the Continental Army did much to redeem him after the Jumonville affair.,"When George Washington was being considered for commander-in-chief of the Continental Army, his conduct in the Jumonville affair was revisited.","In 1775, when George Washington was chosen to be commander-in-chief of the Continental Army, few recalled his wrongdoing in the Jumonville affair. )‫",4,26,23,0.88,1,True,False,2.3,0,1,1,1,5,2,commander-in-chief;culpability,False,False,7,7,"d1:R2,P2;d2:R3R9,P2;d3:R2,P2",,"1,6,8",2,
summer2023,2023,1,9,A person who is deficient in a particular nutrient may crave certain foods.,A strong desire for certain foods can be caused by the lack of a specific nutrient.,Consuming an adequate amount of nutrients can promote good health.,Cravings can lead to the excessive consumption of food.,People tend to consume foods that have little nutritional value.,1,13,16,1.23,1,True,False,3.0,0,0,0,0,0,2,deficient;particular,False,True,3,3,"d2:R3,P1;d3:R2,P2;d4:R3,P1",,"1,2,9",2,
summer2023,2023,1,10,"In the first part of the twentieth century, sugar exports to the U.S. dominated the Cuban economy.","In the first part of the twentieth century, Cuba exported more sugar to the U.S. than to any other country.","In the first part of the twentieth century, Cuba's chief export to the U.S. was sugar.","In the first part of the twentieth century, the Cuban economy depended primarily on sugar exports to the U.S.","In the first part of the twentieth century, sugar exports to the U.S. stimulated economic growth in Cuba.",3,17,19,1.12,2,False,False,3.0,0,0,0,1,2,1,twentieth,False,True,8,8,"d1:R6,P2;d2:R6,P3;d4:R7,P2",,"4,8,9",1,
summer2023,2023,1,11,"Angola is riddled with landmines, remnants of the country's civil war.",Landmines were used extensively in Angola during the civil war.,"Years after the civil war, Angola is still trying to remove the last of the many landmines placed there.",Many Angolans were injured by landmines during the civil war.,Landmines planted during Angola's civil war are scattered throughout the country.,4,11,11,1.0,2,False,False,3.3,0,0,0,1,0,2,landmines;country's,False,False,2,3,"d1:R9,P2;d2:R3,P2;d3:R3R9,P1",,"2,4,6",1,
summer2023,2023,1,12,Harper Lee's To Kill a Mockingbird was published in 1960 to nearly unanimous critical acclaim.,The publication of Harper Lee's To Kill a Mockingbird generated furious public debate.,"Critics agree that To Kill a Mockingbird, published in 1960, was Harper Lee's best novel.",Responses to Harper Lee's To Kill a Mockingbird ranged from enthusiastic to critical.,"At the time of its publication, Harper Lee's To Kill a Mockingbird was praised by the vast majority of critics. )‫",4,15,21,1.4,1,True,False,3.3,0,0,1,0,4,2,published;unanimous,False,False,4,5,"d1:R2,P1;d2:R6R9,P2;d3:R1,P2",,"2,6,8,9",1,
summer2023,2023,2,9,Mother's milk contains antibodies that boost a baby's immune system.,Mother's milk is the main source of the antibodies needed by infants for their immune system.,Mother's milk is recommended for infants with a weak immune system.,"In order to develop their immune system, infants need antibodies like those found in mother's milk.",Mother's milk provides babies with antibodies that strengthen their immune system.,4,10,11,1.1,3,False,False,3.3,0,0,0,0,0,1,antibodies,False,True,6,6,"d1:R1,P2;d2:R3R6,P1;d3:R1R6,P2",,1,2,
summer2023,2023,2,10,The Ziani family of Venice rose to prominence in the 10th century.,The Ziani family ruled Venice in the 10th century.,"Until the 10th century, the Ziani family lived in Venice.",The Zianis were a typical 10th-century family.,The Ziani family became influential in the 10th century.,4,12,9,0.75,2,False,False,2.3,0,0,0,0,2,1,prominence,False,False,3,4,"d1:R1,P2;d2:R9R7,P1;d3:R2,P1",,"1,6",1,
summer2023,2023,2,11,"Most ancient scribes had at their disposal only perishable writing materials such as papyrus and bamboo scrolls; Sumerian scribes, on the other hand, wrote on durable clay tablets.","While most ancient scribes refused to write on any material other than papyrus and bamboo scrolls, Sumerian scribes preferred to use clay tablets, which they considered to be superior in quality.","While Sumerian scribes originally wrote on clay tablets, they later came to favor the papyrus and bamboo scrolls used by scribes in other ancient civilizations.","In some ancient civilizations, scribes had at their disposal light, flexible writing materials made of papyrus and bamboo, but Sumerian scribes had only clay tablets to write on.","Sumerian scribes wrote on long-lasting clay tablets, while other ancient scribes were limited to scrolls made of papyrus, bamboo, and other materials that deteriorated over the course of time.",4,28,29,1.04,2,False,False,4.3,0,1,2,2,1,2,perishable;materials,False,False,11,12,"d1:R3R1,P2;d2:R9R2,P1;d3:R1R5,P3",,"1,3,6,7",2,
summer2023,2023,2,12,The Bayeux Tapestry yields invaluable insights into the medieval period.,Our understanding of the medieval period has been advanced beyond measure by the Bayeux Tapestry.,"The Bayeux Tapestry, a priceless work of art, is emblematic of the rich artistic legacy of the medieval period.",The accuracy of the Bayeux Tapestry's depiction of momentous events in the medieval period is unparalleled.,The Bayeux Tapestry has been scrutinized painstakingly by scholars of medieval history. )‫,1,10,15,1.5,3,False,False,3.7,0,0,0,0,2,1,invaluable,False,False,4,4,"d2:R7,P2;d3:R3R1,P2;d4:R6,P2",,"2,4,6,9",1,
summer2025,2025,1,9,"The artistic genius of Vivian Maier was revealed only following her death, when her thousands of remarkable photographs came to light.",Vivian Maier's large collection of photographs was exhibited only after her death.,"The photographs of Vivian Maier, who died at the height of her career, reveal her unique artistic eye.",It wasn't until Vivian Maier died that her many extraordinary photographs were discovered and her great talent was acknowledged.,"Vivian Maier's thousands of photographs, most of which were taken towards the end of her life, are admired by many art critics.",3,21,19,0.9,2,False,False,7.7,2,1,1,1,2,4,following;thousands;remarkable;photographs,False,False,3,4,"d1:R7R5,P2;d2:R3,P2;d4:R3,P2",,"1,3,7,8",2,
summer2025,2025,1,10,An economic slump is often the harbinger of a recession.,"The longer a recession persists, the more severe its repercussions.",Economic crises and recessions are usually inevitable.,A recession is a particularly acute economic slump.,"In many cases, a recession is heralded by a period of economic decline.",4,10,13,1.3,1,True,False,3.3,0,0,0,0,0,2,harbinger;recession,False,False,2,3,"d1:R3,P1;d2:R1R7,P1;d3:R6,P2",,"1,2,6,9",1,
summer2025,2025,1,11,"Achieving literacy in Japanese, which uses multiple alphabets, is a formidable undertaking for non-native speakers.",Japanese is not easy to write because each of the characters that make up the alphabet is so complex.,The Japanese alphabet consists of so many characters that non-native speakers find it almost impossible to master reading and writing.,"Because Japanese has more than one alphabet, speakers of other languages find learning to read and write the language very challenging.",People who study Japanese have trouble distinguishing among the language's many alphabets.,3,15,21,1.4,1,True,False,8.0,0,1,0,2,1,5,achieving;alphabets;formidable;undertaking;non-native,False,False,2,3,"d1:R7,P2;d2:R7R1,P2;d4:R7,P2",,"1,6,7",2,
summer2025,2025,1,12,A key tenet of socialist feminism is that patriarchy and capitalism are intertwined systems that perpetuate the exploitation and subjugation of women.,"According to socialist feminism, patriarchy and capitalism keep women from fully utilizing their skills.",Socialist feminists argue that capitalism is a modern manifestation of long-standing patriarchal structures.,Socialist feminism asserts that the discrimination and neglect suffered by women stems from capitalism just as much as from patriarchal control.,Central to socialist feminism is the idea that society has taken advantage of and oppressed women through a combination of patriarchy and capitalism. )‫,4,22,24,1.09,1,True,False,6.7,0,0,0,0,0,6,socialist;patriarchy;capitalism;intertwined;perpetuate;subjugation,False,True,6,6,"d1:R1,P2;d2:R6,P2;d3:R1R7,P3",,"3,6,9",3,
summer2025,2025,2,9,Federalism is a political system characterized by the separation of powers between the central government and regional governments.,Federalism is most successful when there is close cooperation between the central government and regional governments.,"In a federalist system, policies are set by the central government and carried out by regional governments.",Federalism is defined as a central government working together with smaller regional governments.,A federalist system is one in which authority is divided between the central government and regional governments.,4,18,17,0.94,1,False,False,3.7,0,0,0,0,0,5,federalism;political;separation;government;governments,False,False,6,6,"d1:R2R3,P1;d2:R6,P2;d3:R2,P3",,"1,3,9",1,
summer2025,2025,2,10,Nineteenth-century novelist Mary Ann Evans assumed the male pseudonym George Eliot to ensure that her works be given due consideration.,"The novels of Mary Ann Evans, also known as George Eliot, were written at a time when female authors were not given the attention they deserved.","Mary Ann Evans, fearing that her works would otherwise not be taken seriously, adopted the pen name George Eliot.",Mary Ann Evans was one of many female writers who had to adopt male names in order to have their works published.,Mary Ann Evans changed her name to George Eliot because she wanted her novels to appeal to a male audience.,2,20,19,0.95,4,False,True,3.7,0,0,0,0,5,3,nineteenth-century;pseudonym;consideration,False,True,6,6,"d1:R5,P2;d3:R3R7,P2;d4:R7,P2",,"1,3,6",2,
summer2025,2025,2,11,"When calcium oxide is heated to a temperature approaching its melting point, it emits a brilliant white light.",Calcium oxide gives off an intense white light when heated almost to its melting point.,"As calcium oxide melts, its brilliant white light dulls.","The hotter calcium oxide becomes, the brighter the light it produces.",Calcium oxide is sometimes melted in order to generate bright white light.,1,18,15,0.83,1,True,False,3.7,1,1,0,1,0,2,temperature;brilliant,False,True,8,8,"d2:R2R9,P2;d3:R1,P2;d4:R2,P2",,"1,3,5",2,
summer2025,2025,2,12,The events of St. Francis's life are well chronicled.,Most of what we know about St. Francis's life comes from his writings.,The biography of St. Francis is fascinating.,Much has been written about the life of St. Francis.,The works of St. Francis are extremely accurate. )‫,3,9,10,1.11,2,False,False,3.7,0,0,0,0,1,0,,False,False,1,2,"d1:R6,P2;d2:R7,P2;d4:R6R7,P1",,"2,6,9",1,
winter2021,2021,1,9,Alan Turing is considered the father of computer science.,Computer science owes much to the work of Alan Turing.,Alan Turing taught the first computer science class.,The first computer was invented by Alan Turing.,Computer science is said to have begun with Alan Turing.,4,9,10,1.11,1,False,False,1.3,0,0,0,0,1,1,considered,False,False,4,4,"d1:R1,P2;d2:R7,P2;d3:R7,P2",,"1,4,6",1,
winter2021,2021,1,10,Throughout the United States and Europe people flocked to Buffalo Bill's Wild West show.,Buffalo Bill's Wild West show appealed to audiences outside of the United States and Europe.,Buffalo Bill's Wild West show was particularly popular in the United States and Europe.,Buffalo Bill's Wild West show drew large crowds across the United States and Europe.,Buffalo Bill's Wild West show was performed throughout the United States and Europe.,3,14,14,1.0,2,False,False,1.3,0,0,0,0,7,1,throughout,False,False,8,9,"d1:R2,P3;d2:R1,P2;d4:R6,P2",,"4,6,9",1,
winter2021,2021,1,11,The New York Times' Saturday crossword puzzle is the one most crossword devotees aspire to conquer.,Most people buy the Saturday edition of The New York Times for the crossword puzzle.,The crossword puzzle in the Saturday New York Times is the most challenging of the week.,The ambition of most crossword puzzle enthusiasts is to successfully complete the puzzle appearing in the Saturday New York Times.,Most crossword puzzle writers dream of having their work published in the Saturday New York Times.,3,16,20,1.25,1,True,False,2.3,0,0,1,0,4,2,crossword;crossword,False,False,5,5,"d1:R6R1,P2;d2:R6,P2;d4:R6,P2",,"1,3,6,9",2,
winter2021,2021,1,12,"Chronic procrastination can exact a toll on one's health, increasing susceptibility to illness.",The cost of medical treatment may discourage people from getting the medical care they need.,A person with a chronic disease may be vulnerable to other illnesses.,There is increasing evidence of a connection between physical health and emotional well-being.,People who have a habit of delaying tasks are at greater risk of becoming ill. )‫,4,13,16,1.23,1,True,False,2.7,0,0,0,1,0,3,procrastination;increasing;susceptibility,False,False,0,2,"d1:R7,P1;d2:R7,P2;d3:R7R3,P1",,"1,6",2,
winter2021,2021,2,9,"The sands of the western Sahara desert have traveled far to reach their destination, migrating from Egypt and Sudan.",The sand of the western Sahara comes all the way from Egypt and Sudan.,Sand from Egypt and Sudan is sometimes found as far west as the Sahara desert.,The sands of Egypt and Sudan come from the western Sahara.,The sand of the western Sahara is remarkably similar to that found in Egypt and Sudan.,1,19,14,0.74,3,False,False,4.0,0,0,0,1,3,2,destination;migrating,False,False,5,6,"d2:R1,P2;d3:R2,P3;d4:R7,P2",,"5,6",2,
winter2021,2021,2,10,Socrates was charged with undermining Athenian democracy.,Socrates was responsible for instituting democracy in Athens.,Socrates was opposed to Athenian democracy.,Socrates was criticized by Athenian democrats.,Socrates was accused of trying to weaken democracy in Athens.,4,7,10,1.43,1,True,False,2.0,0,0,0,0,1,2,undermining;democracy,False,False,2,3,"d1:R2,P1;d2:R1,P2;d3:R6,P2",,"1,6",1,
winter2021,2021,2,11,"In the 1840s, women constituted the bulk of the labor force in New England's textile mills.","In the 1840s, women were not permitted to work in New England's textile mills.","In the 1840s, most of the women seeking work in New England found jobs in textile mills.","In the 1840s, most of New England's textile mill workers were women.","In the 1840s, New England's textile mills expanded their operations and began hiring women.",3,16,12,0.75,4,False,True,3.0,0,0,0,1,2,1,constituted,False,False,3,4,"d1:R2,P1;d2:R6,P3;d4:R3R9,P2",,"1,8,9",1,
winter2021,2021,2,12,The chief extant work of ancient Greek mathematician Euclid is his Elements.,"Of Euclid's surviving works, the Elements is the most significant.",Euclid's Elements was his first notable contribution to ancient Greek mathematics.,Euclid's Elements is one of the few ancient Greek mathematical works that is still studied.,Euclid considered his Elements his greatest masterpiece. )‫,1,12,10,0.83,3,False,False,4.0,0,0,0,0,3,1,mathematician,False,False,1,3,"d2:R7,P2;d3:R7,P2;d4:R6R1,P2",,"1,3",1,
winter2022,2022,1,9,"While tinkering with a peanut roaster, Charles Cretors invented the popcorn popping machine.",Charles Cretors's peanut roaster is an adaptation of a popcorn popping machine.,Charles Cretors created the first popcorn popping machine when he was toying with a peanut roaster.,Charles Cretors built the peanut roaster using the same principles he used to create the popcorn popping machine.,Charles Cretors's popcorn popping machine was inspired by a peanut roaster.,2,13,16,1.23,2,False,False,4.3,1,1,0,1,2,1,tinkering,False,True,8,8,"d1:R2,P2;d3:R3R9,P2;d4:R7,P3",,"1,3,7",2,
winter2022,2022,1,10,Pope Julius II summoned the finest architects and artists of his day to serve in Rome.,Among the people Pope Julius II brought to work in Rome were the most talented artists and architects of the day.,"During Pope Julius II's years in Rome, architects and artists flocked to the city.",Pope Julius II was responsible for renewing interest in Rome's architecture and art.,The best architects and artists of the time came to work in Rome at the request of Pope Julius II.,4,16,20,1.25,2,False,False,5.3,0,0,0,0,3,1,architects,False,False,5,5,"d1:R1,P3;d2:R5,P2;d3:R7,P1",,"1,2,4,9",1,
winter2022,2022,1,11,"Egypt's agricultural wealth is concentrated in the Nile Valley, along with virtually all of the country's population.",Almost everyone who lives in Egypt's Nile Valley makes a living from agriculture.,Egypt's economy is heavily dependent on the agriculture of the Nile Valley.,"The vast majority of Egyptians reside in the Nile Valley, the country's agricultural center.",Egyptians who live in the country's fertile Nile Valley enjoy a relatively high standard of living.,3,17,14,0.82,2,False,False,2.3,0,0,2,1,2,2,country's;population,False,True,4,4,"d1:R6,P3;d2:R5R1,P2;d4:R7R3,P2",,"3,5,8,9",1,
winter2022,2022,1,12,"Air pollution is but one of the factors that has tarnished the luster of the Taj Mahal, one of the world's most magnificent monuments.",Not even the harsh effects of air pollution can detract from the beauty of the Taj Mahal.,"Having been exposed to high levels of air pollution, the Taj Mahal is in need of extensive restoration.","Due to damage caused by air pollution, the Taj Mahal has lost some of its allure.","The Taj Mahal's radiance has been dulled by air pollution, among other things. )‫",4,24,14,0.58,4,False,True,3.0,1,0,1,1,2,2,pollution;tarnished,False,False,1,2,"d1:R2,P2;d2:R3R1,P2;d3:R5,P3",,"1,2,6",2,
winter2022,2022,2,9,"""A ship in the harbor is safe, but that is not what ships are built for."" (John Shedd)",One must plan a journey carefully in order to arrive safely.,"To fulfill one's potential, one must be willing to take risks.",Many people do not know how to pursue their dreams.,"Some people seek adventure, while others prefer a quiet life.",2,16,11,0.69,1,False,False,0.7,1,0,0,1,0,0,,True,False,0,0,"d1:R7,P1;d3:R3,P1;d4:R1,P2",,6,2,
winter2022,2022,2,10,"Scientists Richard Feynman and Tim Flannery describe the universe in lucid, eloquent prose.",Feynman and Flannery have unlocked many of the secrets of the universe.,Feynman and Flannery's writings on the universe are clear and well expressed.,Feynman and Flannery are respected scientists as well as gifted writers.,Feynman and Flannery manage to make science interesting and even fun.,2,13,12,0.92,1,False,False,0.7,0,0,0,1,4,1,scientists,False,False,2,3,"d1:R7,P1;d3:R3,P2;d4:R7,P2",,"1,9",1,
winter2022,2022,2,11,Chinese poet Mei Sheng is credited with the introduction of the five-character poetic line.,"Mei Sheng's innovative poetic techniques, which include the five-character line, have been adopted by many Chinese poets.",Mei Sheng favored such poetic devices as the five-character line.,Mei Sheng is considered the first poet to have used the five-character line.,Mei Sheng used the five-character line more effectively than any other Chinese poet.,3,14,13,0.93,2,False,False,4.3,0,0,0,0,2,2,introduction;five-character,False,False,4,5,"d1:R3,P2;d2:R1R5,P2;d4:R7,P2",,"1,6,9",1,
winter2022,2022,2,12,"Despite two decades of rapidly declining world food prices, the percentage of people in developing countries who are malnourished remains high.","During the past two decades, food prices have fallen in some parts of the world, but they remain high in many poor countries.","As a result of declining food prices over the past 20 years, fewer people in developing countries are malnourished.","While food prices throughout the world have fallen during the past 20 years, there are still many people in poor countries who do not have enough to eat.","Despite the fact that world food prices have declined over the last two decades, malnutrition in developing countries has actually increased. )‫",3,21,28,1.33,1,True,False,5.3,1,1,0,1,0,4,declining;developing;countries;malnourished,False,False,5,7,"d1:R6,P3;d2:R2,P1;d4:R1,P3",,"1,6,7",2,
winter2023,2023,1,9,Katie Mulcahey was the only person fined for violating a short-lived 1908 New York City ordinance that prohibited women from smoking in public.,New York City's 1908 ban against women smoking in public was overturned shortly after Katie Mulcahey was fined for violating the law.,Katie Mulcahey was the first person – but not the last – to defy a New York City law that made it illegal for women to smoke in public.,"In 1908, Katie Mulcahey was fined for protesting against a New York City regulation barring women from smoking in public.","During the brief time that New York City banned women from smoking in public, just one person – Katie Mulcahey – was fined for breaking the law. )‫",4,23,28,1.22,2,False,False,6.3,0,0,1,0,4,3,violating;short-lived;ordinance,False,True,11,11,"d1:R3R9,P2;d2:R1R7,P2;d3:R7,P3",,"1,3,8",2,
winter2023,2023,1,10,"A sapphire rush in the late 1990s transformed the sleepy village of Ilakaka, Madagascar, into a boomtown.","The quiet village of Ilakaka became a thriving town in the late 1990s, when many people were drawn to the area by the discovery of sapphires.",The small town of Ilakaka has expanded greatly since becoming one of the world's main sources of sapphires in the late 1990s.,"A sapphire rush in Madagascar in the late 1990s led to the establishment of several villages and towns, including Ilakaka.","Once the mining of sapphires in Ilakaka came to an end in the late 1990s, the village's population declined drastically.",1,17,26,1.53,1,True,False,2.7,0,1,0,2,2,0,,False,False,3,5,"d2:R1R9,P2;d3:R6,P2;d4:R2R9,P1",,"1,4,6,9",1,
winter2023,2023,1,11,"In 1873, a custom-built gallery was created to house Michelangelo's David, which had stood outside until then.",Michelangelo's David was moved indoors to a gallery constructed especially for it in 1873.,The indoor gallery that now houses Michelangelo's David dates back to 1873.,"Michelangelo's David, originally intended to stand outside, was moved indoors in 1873.","Until 1873, Michelangelo's David was exhibited outside the gallery in which it is currently displayed.",1,17,14,0.82,2,False,False,1.7,1,0,0,2,2,1,custom-built,False,False,3,6,"d2:R5,P2;d3:R3,P3;d4:R7,P3",,"2,4,6",2,
winter2023,2023,1,12,"Pummeled by more than its share of natural disasters, Japan has time and again demonstrated resilience in the face of adversity.",Japan has repeatedly overcome hardships caused by the devastating natural disasters to which it is prone.,Japan's expertise in managing the destruction resulting from natural disasters has been hard earned.,"Though the country is plagued by natural disasters, Japan's infrastructure remains robust.",Japan's capacity to rebound from catastrophe has decreased with each successive natural disaster. )‫,1,21,16,0.76,1,True,False,2.7,0,0,1,1,1,3,disasters;resilience;adversity,False,True,3,3,"d2:R7,P2;d3:R7,P2;d4:R2,P1",,"1,3,6",2,
winter2023,2023,2,9,"The codex, the earliest manifestation of the modern book, gained prevalence between the third and eighth centuries C.E.","Sometime between the third and eighth centuries C.E., the codex evolved into the book as it is known today.","The first form of the modern book was the codex, which came into widespread use between the third and eighth centuries C.E.","The codex, the main type of text from the third to the eighth centuries C.E., fell out of use after the modern book emerged.",Two types of documents widely used between the third and eighth centuries C.E. were the codex and the book.,2,18,22,1.22,2,False,False,2.7,0,0,0,2,1,3,manifestation;prevalence;centuries,False,True,7,7,"d1:R7R9,P2;d3:R2R3,P2;d4:R6,P1",,"1,3,6",1,
winter2023,2023,2,10,"It has been found that when a speech is broken up by disfluencies – sounds such as ""um"" and ""ah"" – the audience is apt to recall more of what was said.","Speakers often say ""um"" and ""ah"" when they have forgotten what they were planning to say.","People are likely to remember a speech better if the speaker sometimes says ""um"" and ""ah"" between words.","An audience listening to a speech containing a lot of ""um""s and ""ah""s is likely to lose interest quickly.","By saying ""um"" and ""ah"", a speaker allows the audience to think about what was said.",2,32,18,0.56,2,False,False,1.7,1,1,0,0,0,1,disfluencies,False,False,1,3,"d1:R6,P1;d3:R2,P1;d4:R7,P2",,"1,5,6,7",3,
